,Date,Latitude,Longitude,Year,Month,Day,midpoint,midpt_Lat,midpt_Lon,Station,geometry,Coord,YearMonth,Week
0,2011-08-29,42.39162333,-88.08916333,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39162333, -88.08916333)",2011-08,35
1,2011-08-29,42.39134833,-88.08916333,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39134833, -88.08916333)",2011-08,35
2,2011-08-29,42.39102167,-88.08915667,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39102167, -88.08915667)",2011-08,35
3,2011-08-29,42.39063667,-88.08915833,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39063667, -88.08915833)",2011-08,35
4,2011-08-29,42.390409999999996,-88.08885833,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.390409999999996, -88.08885833)",2011-08,35
5,2011-08-29,42.390395,-88.08831500000001,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.390395, -88.08831500000001)",2011-08,35
6,2011-08-29,42.39067333,-88.08800167,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39067333, -88.08800167)",2011-08,35
7,2011-08-29,42.39102667,-88.08800167,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39102667, -88.08800167)",2011-08,35
8,2011-08-29,42.39140333,-88.08800333,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39140333, -88.08800333)",2011-08,35
9,2011-08-29,42.39171833,-88.08799499999999,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39171833, -88.08799499999999)",2011-08,35
10,2011-08-29,42.39203833,-88.08798833,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39203833, -88.08798833)",2011-08,35
11,2011-08-29,42.39241,-88.08807833,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39241, -88.08807833)",2011-08,35
12,2011-08-29,42.3928,-88.08833167,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.3928, -88.08833167)",2011-08,35
13,2011-08-29,42.39325667,-88.08837,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39325667, -88.08837)",2011-08,35
14,2011-08-29,42.3936,-88.08823167,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.3936, -88.08823167)",2011-08,35
15,2011-08-29,42.39320333,-88.08841667,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39320333, -88.08841667)",2011-08,35
16,2011-08-29,42.39279167,-88.08831167,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39279167, -88.08831167)",2011-08,35
17,2011-08-29,42.39247667,-88.08821,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39247667, -88.08821)",2011-08,35
18,2011-08-29,42.392385,-88.08869667,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.392385, -88.08869667)",2011-08,35
19,2011-08-29,42.39209833,-88.08911333,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39209833, -88.08911333)",2011-08,35
20,2011-08-29,42.392179999999996,-88.08949833,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.392179999999996, -88.08949833)",2011-08,35
21,2011-08-29,42.39242833,-88.08979000000001,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39242833, -88.08979000000001)",2011-08,35
22,2011-08-29,42.39272167,-88.09004167,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39272167, -88.09004167)",2011-08,35
23,2011-08-29,42.39295833,-88.0903,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39295833, -88.0903)",2011-08,35
24,2011-08-29,42.392990000000005,-88.09089499999999,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.392990000000005, -88.09089499999999)",2011-08,35
25,2011-08-29,42.39300167,-88.09161167,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39300167, -88.09161167)",2011-08,35
26,2011-08-29,42.39300833,-88.09201,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39300833, -88.09201)",2011-08,35
27,2011-08-29,42.39302,-88.09254833,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39302, -88.09254833)",2011-08,35
28,2011-08-29,42.39310333,-88.09318167,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39310333, -88.09318167)",2011-08,35
29,2011-08-29,42.39311833,-88.09373667,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39311833, -88.09373667)",2011-08,35
30,2011-08-29,42.39342333,-88.09389499999999,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39342333, -88.09389499999999)",2011-08,35
31,2011-08-29,42.39374333,-88.094075,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39374333, -88.094075)",2011-08,35
32,2011-08-29,42.394104999999996,-88.09425,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.394104999999996, -88.09425)",2011-08,35
33,2011-08-29,42.39447833,-88.09422333,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39447833, -88.09422333)",2011-08,35
34,2011-08-29,42.394859999999994,-88.09419833,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.394859999999994, -88.09419833)",2011-08,35
35,2011-08-29,42.395084999999995,-88.094515,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.395084999999995, -88.094515)",2011-08,35
36,2011-08-29,42.395095,-88.09502667,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.395095, -88.09502667)",2011-08,35
37,2011-08-29,42.39507833,-88.09552,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39507833, -88.09552)",2011-08,35
38,2011-08-29,42.39535167,-88.09577167,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39535167, -88.09577167)",2011-08,35
39,2011-08-29,42.39569667,-88.09583333,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39569667, -88.09583333)",2011-08,35
40,2011-08-29,42.39598333,-88.09575667,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39598333, -88.09575667)",2011-08,35
41,2011-08-29,42.39521833,-88.095685,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39521833, -88.095685)",2011-08,35
42,2011-08-29,42.39493167,-88.095555,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39493167, -88.095555)",2011-08,35
43,2011-08-29,42.39461667,-88.09559667,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39461667, -88.09559667)",2011-08,35
44,2011-08-29,42.394290000000005,-88.0956,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.394290000000005, -88.0956)",2011-08,35
45,2011-08-29,42.39395667,-88.095485,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39395667, -88.095485)",2011-08,35
46,2011-08-29,42.39367333,-88.09537167,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39367333, -88.09537167)",2011-08,35
47,2011-08-29,42.39333167,-88.09522167,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39333167, -88.09522167)",2011-08,35
48,2011-08-29,42.39303667,-88.09514333,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39303667, -88.09514333)",2011-08,35
49,2011-08-29,42.39264667,-88.09513833,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39264667, -88.09513833)",2011-08,35
50,2011-08-29,42.39234833,-88.09514,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39234833, -88.09514)",2011-08,35
51,2011-08-29,42.39223667,-88.095455,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39223667, -88.095455)",2011-08,35
52,2011-08-29,42.39224667,-88.09598000000001,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39224667, -88.09598000000001)",2011-08,35
53,2011-08-29,42.39246333,-88.096435,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39246333, -88.096435)",2011-08,35
54,2011-08-29,42.39283833,-88.09644499999999,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39283833, -88.09644499999999)",2011-08,35
55,2011-08-29,42.39319333,-88.09644667,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39319333, -88.09644667)",2011-08,35
56,2011-08-29,42.39348833,-88.09626667,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39348833, -88.09626667)",2011-08,35
57,2011-08-29,42.39360333,-88.09591667,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39360333, -88.09591667)",2011-08,35
58,2011-08-29,42.39367833,-88.09559333,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39367833, -88.09559333)",2011-08,35
59,2011-08-29,42.39252667,-88.09514833,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39252667, -88.09514833)",2011-08,35
60,2011-08-29,42.39219667,-88.09516333,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39219667, -88.09516333)",2011-08,35
61,2011-08-29,42.39186,-88.09514,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39186, -88.09514)",2011-08,35
62,2011-08-29,42.39151833,-88.09514333,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39151833, -88.09514333)",2011-08,35
63,2011-08-29,42.39129667,-88.09520333,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39129667, -88.09520333)",2011-08,35
64,2011-08-29,42.391275,-88.09560833,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.391275, -88.09560833)",2011-08,35
65,2011-08-29,42.39127,-88.096035,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39127, -88.096035)",2011-08,35
66,2011-08-29,42.39123833,-88.09646833,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39123833, -88.09646833)",2011-08,35
67,2011-08-29,42.39095167,-88.09643667,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39095167, -88.09643667)",2011-08,35
68,2011-08-29,42.39064167,-88.09644,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39064167, -88.09644)",2011-08,35
69,2011-08-29,42.390335,-88.09644333,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.390335, -88.09644333)",2011-08,35
70,2011-08-29,42.39004833,-88.096435,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39004833, -88.096435)",2011-08,35
71,2011-08-29,42.38987,-88.09625833,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.38987, -88.09625833)",2011-08,35
72,2011-08-29,42.38986667,-88.09587833,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.38986667, -88.09587833)",2011-08,35
73,2011-08-29,42.38985833,-88.09548667,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.38985833, -88.09548667)",2011-08,35
74,2011-08-29,42.389855,-88.09508000000001,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.389855, -88.09508000000001)",2011-08,35
75,2011-08-29,42.38984333,-88.09466667,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.38984333, -88.09466667)",2011-08,35
76,2011-08-29,42.389835,-88.09421833,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.389835, -88.09421833)",2011-08,35
77,2011-08-29,42.38971167,-88.09391,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.38971167, -88.09391)",2011-08,35
78,2011-08-29,42.38946,-88.09389499999999,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.38946, -88.09389499999999)",2011-08,35
79,2011-08-29,42.38972167,-88.09383333,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.38972167, -88.09383333)",2011-08,35
80,2011-08-29,42.38985667,-88.09490500000001,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.38985667, -88.09490500000001)",2011-08,35
81,2011-08-29,42.39006667,-88.095155,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39006667, -88.095155)",2011-08,35
82,2011-08-29,42.390570000000004,-88.09514333,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.390570000000004, -88.09514333)",2011-08,35
83,2011-08-29,42.39095333,-88.095145,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.39095333, -88.095145)",2011-08,35
84,2011-08-29,42.391225,-88.09515333,2011,8,29,"(42.39233059621053, -88.0933703683158)",42.39233059621053,-88.0933703683158,1,POINT (-88.09337036831577 42.39233059621053),"(42.391225, -88.09515333)",2011-08,35
