Id,WnvPresent
1,0.0008103796503161229
2,0.0007199849502972158
3,0.0009334257911831011
4,0.00014518122341325104
5,4.727063374824539e-05
6,0.0008468661089221481
7,0.0008468661089221481
8,0.00021171775474629085
9,0.00019669006978035924
10,0.00017473808569515176
11,0.00022657615730661446
12,3.427205387721946e-05
13,1.222442658023687e-05
14,0.00020555150947354012
15,0.00020555150947354012
16,5.136344932194923e-05
17,0.00042980866477814237
18,0.0004054665220176973
19,0.0004950984344076411
20,7.697706230871578e-05
21,2.7075120302805963e-05
22,0.00044916803308805563
23,0.00044916803308805563
24,0.00011057992907133857
25,0.0005819167574178095
26,0.0005065173959638016
27,0.0006912439768913625
28,0.00010142774283984166
29,3.805742153044445e-05
30,0.000608123184219225
31,0.000608123184219225
32,0.0001541599045605113
33,0.0005819167574178095
34,0.0005065173959638016
35,0.0006912439768913625
36,0.00010142774283984166
37,3.805742153044445e-05
38,0.000608123184219225
39,0.000608123184219225
40,0.0001541599045605113
41,0.0005819167574178095
42,0.0005065173959638016
43,0.0006912439768913625
44,0.00010142774283984166
45,3.805742153044445e-05
46,0.000608123184219225
47,0.000608123184219225
48,0.0001541599045605113
49,0.0005819167574178095
50,0.0005065173959638016
51,0.0006912439768913625
52,0.00010142774283984166
53,3.805742153044445e-05
54,0.000608123184219225
55,0.000608123184219225
56,0.0001541599045605113
57,0.00043825503334228946
58,0.0003976898966753001
59,0.0005206059625330356
60,7.637852482522116e-05
61,2.9877607728261502e-05
62,0.0004579946672249689
63,0.0004579946672249689
64,0.00011435263811170144
65,0.0005819167574178095
66,0.0005065173959638016
67,0.0006912439768913625
68,0.00010142774283984166
69,3.805742153044445e-05
70,0.000608123184219225
71,0.000608123184219225
72,0.0001541599045605113
73,0.0009069848953167538
74,0.0007346415305749129
75,0.0009508894534368014
76,0.0001383906239143842
77,5.3113396673843076e-05
78,0.000881967918840079
79,0.000881967918840079
80,0.00022362559224179903
81,0.000523969677541856
82,0.0004560751334586847
83,0.000622416908406182
84,9.132322938787842e-05
85,3.4265819148655155e-05
86,0.0005475679067364675
87,0.0005475679067364675
88,0.00013880279594719248
89,0.0005822295175939432
90,0.00048268399187002543
91,0.0006104231967708315
92,8.88139571824852e-05
93,3.553562946523078e-05
94,0.0005661650537350325
95,0.0005661650537350325
96,0.00014137222464707952
97,0.0006104264493747693
98,0.000515435604607934
99,0.0006399846526028112
100,9.311737584258374e-05
101,3.7257579921309805e-05
102,0.0005935844578466296
103,0.0005935844578466296
